CustomerId,Surname,Geography,Gender,Age,EstimatedSalary,target
15813144,Osborne,France,F,26,192709.69,1
15669342,Ferri,Germany,M,35,139083.7,0
15710366,Hamilton,Spain,F,42,83629.6,0
15614934,McEwan,Germany,F,37,35625.41,0
15588701,Lai,France,F,38,35338.96,1
15665438,Hs?,France,M,43,15602.8,1
15644896,Thompson,Germany,M,32,182355.21,0
15670205,Boyd,Germany,F,41,89327.67,0
15635776,Trevisani,Germany,F,43,151903.6,0
15791053,Lucciano,Germany,M,45,11.58,0
15644005,Holman,France,F,33,77519.62,1
15796343,Bazhenov,France,F,31,91423.69,1
15751057,Douglas,Germany,M,32,106287.77,0
15623430,Hill,France,M,34,161800.77,1
15682600,Lo,Germany,M,39,80582.34,0
15769312,Forbes,Spain,M,48,185094.48,0
15708212,Lin,Spain,F,54,172586.89,0
15650258,Sinclair,France,F,35,195649.79,1
15604345,Kemp,France,F,22,145792.01,1
15578297,Ebelegbulam,Germany,F,43,138510.01,0
15671789,Woods,France,M,31,168895.06,1
15726186,Genovese,Spain,M,29,97983.44,0
15764618,Tseng,Spain,F,39,85167.88,0
15730738,Chiang,Spain,M,31,18210.36,0
15637650,Williams,France,M,50,13608.18,1
15606267,Wilson,France,F,38,110457.99,1
15625904,Wang,France,M,26,31231.35,1
15654463,Moore,France,M,34,141582.66,1
15774151,Iadanza,Spain,F,41,14666.35,0
15693259,Wallace,France,M,30,55400.17,1
15642468,Clark,France,M,42,174667.65,1
15758531,Y?,France,F,40,154189.08,1
15728352,Yermakov,France,M,27,142170.44,1
15637240,Wei,France,M,46,94499.06,1
15595588,Chukwunonso,Spain,F,39,182081.45,0
15778395,McIntyre,Germany,M,34,68562.26,0
15711825,Ts'ai,Spain,F,35,88798.02,0
15599251,Chung,Germany,M,32,113781.99,0
15570004,Tsou,France,M,31,121866.87,1
15656912,Aitken,Spain,M,51,150390.57,0
15657342,Dawson,Germany,M,28,60708.72,0
15716284,Ward,France,M,43,78858.07,1
15672374,Pai,France,M,52,56407.42,1
15732476,Ifeanyichukwu,France,F,27,125698.97,1
15747724,Briggs,Spain,F,34,23235.38,0
15633877,Morrison,Spain,F,42,75732.25,0
15672516,Wall,Germany,M,51,179861.79,0
15607827,Nebechukwu,Germany,M,34,42976.64,0
15751336,Yao,Spain,M,30,10486.69,0
15646539,Liao,France,M,31,56794.73,1
15756901,Ch'ang,France,F,26,28157.34,1
15809286,Burke,Germany,M,37,152422.91,0
15759021,Kay,France,M,35,167033.83,1
15725039,McIntyre,Spain,M,32,126082.18,0
15579130,Chidiegwu,Germany,F,43,181499.77,0
15754112,Musgrove,Spain,M,55,41967.03,0
15735522,Boulger,Germany,M,37,186300.59,0
15613326,Gow,France,F,33,85412.54,1
15739502,Amaechi,Germany,F,31,23343.18,0
15670914,Robe,France,M,38,180698.32,1
15604073,Bibi,Germany,F,25,136071.05,0
15806027,Niu,France,F,52,175149.2,1
15574886,Palerma,France,M,32,146949.74,1
15707120,Cocci,France,M,46,88920.68,1
15800845,Artemieva,Spain,F,33,45098.62,0
15603914,Arcuri,France,M,40,20339.79,1
15722765,Owen,Spain,F,57,108528.74,0
15783305,Franklin,France,F,46,145560.38,1
15574842,Lorenzo,Germany,F,25,199357.24,0
15607837,Muriel,France,F,29,43106.17,1
15714877,MacDevitt,France,F,29,137508.31,1
15782941,Chijindum,France,M,31,91957.39,1
15630167,Gibson,Spain,F,39,120612.11,0
15759038,Whitehead,France,F,41,102921.17,1
15661821,Johnstone,Germany,F,49,31686.33,0
15728006,Endrizzi,France,M,40,180002.42,1
15712176,Burke,France,M,31,28407.4,1
15689351,Johnson,Germany,F,41,73743.95,0
15782247,Yeh,France,M,22,186233.26,1
15769064,Marshall,Germany,M,39,31728.86,0
15718153,Kao,Spain,F,74,48244.64,0
15613189,Browne,France,F,52,113266.28,1
15661734,Taylor,Germany,M,42,71178.09,0
15592645,Gibbons,Spain,M,37,25684.93,0
15768387,Nott,France,M,41,29737.14,1
15792525,Lei,Germany,F,61,149922.38,0
15586976,Alexeeva,France,F,42,180702.12,1
15790659,Sheets,Spain,M,59,27597.59,0
15691446,Tokaryev,Spain,M,29,95025.27,0
15772632,Ts'ui,France,F,34,167035.07,1
15706587,Johnston,France,M,57,116781.71,1
15572461,Kung,Germany,F,29,21170.81,0
15654409,Unwin,France,F,34,29641.58,1
15568025,Hsueh,France,M,51,116520.07,1
15715769,Hao,France,M,26,44220.4,1
15667458,L?,Germany,M,28,166188.28,0
15567980,Frater,Germany,F,46,140857.76,0
15679294,Brennan,France,F,46,37024.28,1
15606507,Pisani,France,M,24,27513.47,1
15578825,Golubev,France,F,29,17744.72,1
15619935,Vanmeter,Spain,F,59,4423.63,0
15636089,Hs?,Germany,F,51,109718.44,0
15727490,Scott,France,M,47,107243.31,1
15591766,Crawford,Spain,F,25,115288.24,0
15641629,P'eng,Spain,F,38,41233.97,0
15813303,Rearick,Spain,M,88,52952.24,0
15756920,Genovesi,France,M,63,78955.8,1
15726403,Glenny,Germany,M,41,26025.6,0
15592765,Marks,France,M,40,174536.17,1
15704442,Fleming,France,F,53,147311.47,1
15641136,Davison,France,M,32,77965.44,1
15725818,Chibuzo,Germany,M,40,5635.63,0
15612071,Wilson,Spain,F,32,81310.1,0
15719809,Endrizzi,Germany,M,32,111421.45,0
15716518,Yuryeva,France,F,27,190269.21,1
15742210,Ugochukwu,France,M,38,100950.48,1
15630617,Lo Duca,Germany,M,36,113033.73,0
15720838,Gallo,Spain,F,31,120663.57,0
15595537,Trout,Germany,M,49,187192.23,0
15623196,Morley,France,M,38,97825.23,1
15679249,Chou,Germany,F,57,169621.69,0
15693199,Shao,France,F,37,191557.1,1
15661219,Trentino,France,M,32,103287.62,1
15617136,Mazzanti,Germany,F,38,167538.66,0
15760294,Endrizzi,France,F,41,64869.32,1
15652808,Monaldo,France,F,41,102426.06,1
15657139,Otutodilinna,France,F,40,107876.2,1
15803790,Allen,Germany,M,37,37294.88,0
15764105,Milne,France,F,57,89248.99,1
15672610,Somadina,Spain,M,40,91973.63,0
15766896,Chieloka,France,M,37,16870.2,1
15587735,Chukwuebuka,France,M,39,121681.19,1
15659501,Chioke,France,F,38,33730.43,1
15745001,Kovalev,Spain,F,36,104786.59,0
15651140,Doherty,France,F,32,94790.34,1
15571148,Baranov,Spain,F,21,28726.07,0
15776824,Rossi,France,M,28,67057.27,1
15633141,Robinson,Germany,F,35,69079.85,0
15764174,Bidencope,Spain,F,26,179780.74,0
15778155,T'ien,Germany,F,31,183572.39,0
15715920,De Bernales,Spain,M,23,142587.32,0
15671917,Wade,France,M,46,177844.06,1
15666548,Chung,Germany,F,56,197634.11,0
15625623,Stevenson,France,F,45,121053.19,1
15748123,Chienezie,France,M,20,149613.77,1
15648735,Cashin,France,M,37,142.81,1
15634974,Seppelt,France,F,37,131766.67,1
15713378,Brownless,France,M,38,53311.78,1
15753370,McDonald,Germany,F,38,107665.02,0
15782659,Mamelu,France,M,32,109523.88,1
15583364,McGregor,France,F,32,112132.86,1
15625942,McDonald,Spain,F,45,113645.4,0
15720284,Crawford,Germany,F,37,180890.4,0
15679642,Feng,Spain,M,44,70974.13,0
15628007,Genovese,France,M,33,53379.52,1
15661974,Pirozzi,France,M,46,158531.01,1
15689341,Gibbs,France,F,50,179267.94,1
15607993,Milne,France,F,52,84606.03,1
15693267,Dickson,Germany,F,34,56984.58,0
15769522,O'Connor,France,M,51,116912.45,1
15755825,McGuirk,France,M,39,102999.33,1
15598175,Toscani,Germany,F,26,132801.57,0
15744327,Ruth,France,M,40,85455.62,1
15798666,Hughes,France,F,36,98657.01,1
15577064,Onyekaozulu,Germany,M,36,107948.72,0
15759436,Aksenov,France,F,50,67944.09,1
15690231,K'ung,Spain,F,62,192892.05,0
15751561,Meng,Germany,M,61,187247.56,0
15739068,Nwoye,Germany,M,25,114722.42,0
15758056,Calabresi,France,M,35,111687.57,1
15742269,Milano,France,F,24,184182.25,1
15726490,Kirby,Spain,M,52,52759.82,0
15738411,Ho,France,M,34,126451.14,1
15727919,Chukwuemeka,Spain,F,29,12048.67,0
15709396,Hale,France,M,42,95804.33,1
15654106,K?,France,M,26,197911.52,1
15621653,Rice,France,F,29,182531.74,1
15598086,Brown,France,F,45,168002.31,1
15752300,Sagese,Germany,M,47,79450.61,0
15658693,Aksyonova,France,F,60,60615.83,1
15631838,Findlay,France,M,61,8643.21,1
15803804,Walker,Germany,F,35,172172.7,0
15578809,Hao,Germany,M,40,174434.06,0
15752026,Hammer,France,M,58,194930.3,1
15723706,Abbott,France,F,33,137476.71,1
15752838,Lucas,Spain,M,38,94415.6,0
15569571,Davydova,Germany,F,46,120376.87,0
15769703,West,Germany,F,45,97623.42,0
15679770,Smith,France,F,61,66238.23,1
15791102,Mai,Germany,M,41,131710.59,0
15655192,Fiorentino,Spain,F,24,69052.87,0
15709487,Freeman,Germany,M,34,56780.97,0
15687130,Nkemjika,France,F,43,170072.9,1
15755178,Ramos,France,M,50,191849.15,1
15634772,Mario,Spain,F,59,84803.76,0
15617197,Chien,France,M,50,31840.59,1
15631240,Dubinina,France,F,36,12096.61,1
15784301,Wang,France,M,42,44165.84,1
15631310,Hsieh,France,F,53,91406.62,1
15756560,Moran,Spain,F,46,83282.21,0
15732270,Hung,Spain,M,71,198446.91,0
15739357,Moss,Spain,M,30,7554.68,0
15771540,Fedorova,France,M,38,80416.16,1
15567486,Li,Spain,F,41,164549.74,0
15714634,Nebechi,France,M,26,175477.03,1
15727021,Obialo,Germany,F,30,137903.54,0
15650670,Bateson,Germany,F,40,93795.86,0
15711834,Long,Spain,F,30,67997.13,0
15729763,Nelson,Spain,M,34,49492.15,0
15646566,Bell,France,F,58,35825.18,1
15645463,Udinese,France,F,27,67494.23,1
15672144,Mao,France,F,38,73963.17,1
15596088,Fanucci,France,F,50,145159.26,1
15614878,Yeh,Germany,F,29,123850.58,0
15635240,Onuoha,France,M,42,23822.04,1
15775905,Moore,Germany,F,47,45750.21,0
15700657,Thornton,Germany,F,40,159773.14,0
15611905,Warlow-Davies,Spain,F,31,84238.63,0
15652527,Champion,France,M,44,72330.46,1
15785865,Mazzanti,France,M,58,26767.85,1
15645942,Macleod,Spain,M,40,164768.82,0
15688691,Lei,Germany,F,51,1112.76,0
15592736,Lucchese,Germany,M,54,176680.16,0
15673529,Lombardo,Spain,M,36,43999.64,0
15724145,William,Germany,M,29,140746.13,0
15704629,Wright,France,F,32,152790.92,1
15597896,Ozoemena,Germany,M,30,81537.85,0
15731790,Boyle,Germany,F,38,7387.8,0
15634719,Chinwendu,France,M,31,183038.33,1
15703205,Uwaezuoke,France,F,46,138849.06,1
15567333,Archambault,France,F,31,170333.38,1
15754537,Ko,France,M,40,60416.76,1
15612030,Udegbulam,France,M,28,100240.2,1
15573242,Greene,France,M,50,2704.98,1
15601892,Hunter,France,M,33,68815.05,1
15663885,Blinova,France,M,32,64839.23,1
15701096,De Garis,France,M,44,144494.94,1
15710450,Okwudiliolisa,Spain,M,22,185510.34,0
15790846,Ts'ai,Germany,M,38,56055.72,0
15658956,Tuan,Germany,M,40,155061.97,0
15755223,Tseng,Germany,M,53,119817.19,0
15787318,Holmwood,Germany,F,47,16259.64,0
15737310,Thompson,France,M,29,184654.87,1
15763665,Y?,France,F,28,5278.78,1
15668818,Chidubem,Spain,F,40,113244.73,0
15765812,Trevisani,Spain,M,48,8908.0,0
15704844,Hsiung,Spain,M,62,64490.67,0
15744582,Randall,France,F,24,154971.63,1
15616700,Leach,Spain,F,41,155786.39,0
15683521,Godfrey,Germany,M,28,129084.82,0
15583049,Wallace,Germany,F,34,188533.11,0
15643752,Wei,France,M,25,13411.67,1
15620398,Mitchell,Spain,F,34,15733.19,0
15715707,Light,France,M,32,73127.61,1
15814209,Capon,France,M,31,101704.19,1
15733768,Hou,France,M,32,101986.16,1
15755242,Rowe,France,F,46,114442.66,1
15729412,Holloway,France,M,38,15669.17,1
15746564,O'Sullivan,France,M,42,157486.1,1
15588446,Udinesi,Spain,M,34,131281.28,0
15665221,Nwebube,France,M,26,197001.15,1
15640846,Chibueze,Germany,F,58,128881.87,0
15700209,Walker,France,M,63,85101.0,1
15658360,Gregory,Spain,M,35,149822.04,0
15602735,Kuo,Germany,M,45,108040.86,0
15724834,Wilson,France,F,30,135795.53,1
15800062,Lanford,Spain,M,49,25867.67,0
15685300,Meng,France,M,35,130483.56,1
15760102,Yeh,France,F,36,183479.12,1
15787026,Onwuatuegwu,Germany,M,27,77027.34,0
15653696,Goliwe,France,F,28,94141.75,1
15788946,Anthony,Spain,F,29,4092.75,0
15600724,Scott,Germany,M,29,109257.59,0
15574324,Genovese,Germany,F,29,104617.99,0
15707144,Onyeorulu,Germany,M,25,167705.07,0
15775891,Myers,Germany,M,48,103712.05,0
15711789,Davey,Spain,F,42,161242.99,0
15600879,Parsons,Germany,F,36,6089.13,0
15681196,Chikere,France,M,35,159777.37,1
15716000,Hs?eh,Spain,M,48,7919.08,0
15766776,Sal,France,M,41,188274.6,1
15680278,Ts'ai,Spain,F,42,27608.12,0
15688637,Witt,France,F,27,183569.25,1
15591179,Skelton,Spain,M,30,145537.32,0
15677435,Kazantseva,France,F,29,164717.95,1
15698619,Bowhay,France,M,43,76357.43,1
15581036,Beyer,Germany,F,40,120158.72,0
15622117,Fries,Spain,F,31,151843.54,0
15599301,Tao,Germany,F,28,5698.97,0
15581548,Kaodilinakachukwu,Spain,F,22,122865.55,0
15586870,Ni,France,M,27,152665.85,1
15735263,Hsueh,France,M,27,192131.77,1
15765322,Connely,France,M,23,62851.6,1
15582944,Becker,Spain,F,39,140941.47,0
15687162,Clayton,France,M,51,56767.67,1
15644962,Connolly,France,M,21,177235.23,1
15612615,Graham,France,F,37,86242.18,1
15813439,Ch'ien,France,M,33,34215.58,1
15604544,Manfrin,Germany,M,40,44406.17,0
15761348,Kuo,France,F,38,165196.65,1
15785078,Fomin,Spain,M,26,34542.41,0
15759874,Chamberlain,France,M,44,74838.64,1
15643658,Barber,Germany,M,53,36980.54,0
15713267,Zimmer,Spain,F,34,111676.63,0
15737782,Brazenor,France,M,29,25858.68,1
15815490,Cocci,Germany,M,40,177028.0,0
15679410,Caldwell,France,F,62,30990.16,1
15756241,Yirawala,France,F,44,136915.15,1
15688409,Donaldson,France,F,28,108457.99,1
15742272,Ozerova,France,F,44,131609.48,1
15717898,Bruce,Spain,M,32,159737.56,0
15769582,Kang,France,M,29,142238.54,1
15635660,Rossi,Germany,M,30,105890.55,0
15576723,Ts'ai,France,F,37,194270.91,1
15591577,Moran,France,M,35,105443.47,1
15582325,Jennings,France,M,52,173899.42,1
15693947,Tokareva,France,F,19,122823.34,1
15760446,Pagnotto,France,F,64,13181.37,1
15611105,Castella,Spain,M,35,140780.8,0
15630920,Du Cane,France,M,34,78560.64,1
15574910,Ferguson,France,M,50,185855.21,1
15756472,Odinakachukwu,France,M,25,128276.95,1
15682890,Woronoff,Germany,M,38,140197.42,0
15641994,Meng,Germany,M,43,32462.39,0
15733297,Sinclair,France,F,38,162253.9,1
15767793,Hsu,France,F,38,30498.7,1
15725698,Panicucci,Spain,F,35,90280.7,0
15813532,Burns,France,F,39,32615.21,1
15576760,Onodugoadiegbemma,Germany,M,36,196142.26,0
15732102,Darling,Germany,F,27,16998.72,0
15739046,Maggard,Spain,F,23,62980.96,0
15631927,Thomas,Spain,F,28,185660.3,0
15672115,Lettiere,France,M,60,77331.77,1
15618765,Ponomaryov,Germany,F,42,97338.62,0
15679148,Oliver,France,M,44,67234.33,1
15728474,Chienezie,Germany,M,32,143783.28,0
15636999,Mao,France,M,38,77661.12,1
15754261,Ho,Spain,M,42,89123.99,0
15629150,Lucchese,France,F,37,70810.8,1
15736274,Prokhorova,France,M,31,17550.49,1
15627697,Alekseyeva,France,M,34,21497.27,1
15721585,Blacklock,Germany,M,29,124749.08,0
15639946,Sazonova,Germany,F,39,36051.46,0
15792176,Henty,Spain,F,40,143681.83,0
15699450,Li,France,M,48,150694.58,1
15729954,Azuka,France,F,28,170487.4,1
15600103,Alexander,Germany,F,29,97684.46,0
15786200,Brock,France,M,31,53520.03,1
15797010,Shen,France,F,31,15200.61,1
15670172,Padovesi,France,F,30,196894.62,1
15627352,Bulgakov,Germany,M,46,4969.13,0
15622494,Mazzanti,France,M,27,26229.24,1
15585835,Lord,Spain,F,34,134034.32,0
15595071,Ramos,France,M,22,198032.93,1
15628203,Pai,France,F,38,119882.86,1
15667190,Yuan,Spain,F,21,133102.3,0
15780212,Mao,France,M,37,176395.02,1
15766869,Uspenskaya,Germany,M,37,193179.88,0
15775741,Powell,France,F,28,125062.02,1
15628170,Brown,Germany,F,32,143287.58,0
15701318,Poole,Spain,M,67,87236.4,0
15710928,McChesney,France,F,55,93769.89,1
15682547,Lucchese,France,M,38,88965.46,1
15631170,Clements,France,M,45,30793.61,1
15648702,Yuriev,Germany,M,70,74532.02,0
15783444,Endrizzi,France,F,39,113086.08,1
15809178,Pan,Germany,F,42,32574.01,0
15806688,Manfrin,Spain,F,56,130113.78,0
15576824,Kennedy,Germany,F,44,104722.47,0
15675422,Conway,France,F,32,14559.62,1
15681550,Lablanc,France,F,41,598.8,1
15812628,Dodd,Germany,F,38,129697.99,0
15597951,Muir,France,F,58,36315.03,1
15807045,Milanesi,Germany,F,37,1114.12,0
15581748,Shen,Germany,M,57,70954.41,0
15770420,Dillon,Germany,M,46,73470.98,0
15608230,Hoelscher,France,M,23,91573.19,1
15730339,Bell,Spain,M,30,3154.95,0
15712584,Liao,France,F,33,88187.81,1
15592816,Udokamma,Germany,F,48,118855.26,0
15641480,Sinnett,France,M,32,125256.53,1
15708505,Palerma,Germany,F,37,39016.43,0
15791131,Chimaijem,Germany,F,30,145796.49,0
15618225,Porter,Germany,M,36,168816.22,0
15644724,Fan,France,M,31,73322.0,1
15662098,Palmer,Spain,M,41,113677.53,0
15723894,Younger,France,M,45,124607.7,1
15787699,Burke,Germany,M,34,11276.48,0
15687738,Nwagugheuzo,France,F,38,136620.64,1
15576126,Young,France,F,41,70523.92,1
15658889,Watson,France,M,22,51980.25,1
15667046,Tseng,Spain,M,38,113481.02,0
15669957,Drake,Germany,M,52,49025.79,0
15655794,Hanna,France,M,36,145937.99,1
15599829,Padovesi,France,F,35,25161.61,1
15753332,Loftus,Germany,M,48,175753.55,0
15671124,Buccho,France,M,25,24903.09,1
15767474,Lorenzo,France,F,57,169719.35,1
15720671,Ibezimako,France,M,42,179565.57,1
15626787,Wei,Spain,F,31,115337.74,0
15774491,Ross,France,F,28,48131.92,1
15579647,Oluchukwu,France,M,42,160828.98,1
15625522,Walker,Spain,M,31,145151.96,0
15765806,Wu,France,M,29,196293.76,1
15566708,Chidalu,France,F,45,161653.5,1
15668347,Ingram,France,M,36,84635.64,1
15575214,Ch'en,France,M,37,159486.76,1
15591123,Iredale,Germany,M,68,38596.34,0
15573280,Gallagher,Germany,M,50,27814.74,0
15589018,Padilla,Germany,M,28,183893.31,0
15654495,Potter,Germany,F,47,140803.7,0
15597265,Mao,France,M,38,146585.53,1
15733876,Schneider,France,M,36,40062.29,1
15677217,Ibragimova,France,M,30,181300.32,1
15747265,Huang,Germany,F,27,84136.12,0
15713379,Anderson,France,M,26,197594.34,1
15730433,Nakayama,Germany,F,38,125953.83,0
15693347,Gardener,France,F,32,75465.41,1
15715465,Aksenova,Germany,M,28,177737.07,0
15680736,Milne,Germany,F,72,7144.46,0
15610765,Onwumelu,France,M,29,155639.76,1
15650034,Kudryashova,France,F,28,162428.05,1
15782468,Hart,Spain,M,51,12457.76,0
15685109,Teng,France,M,39,14917.09,1
15776233,Kruglova,Germany,F,61,182184.09,0
15761141,Palerma,Spain,F,71,129984.2,0
15781702,Brookes,Germany,M,38,194872.97,0
15790235,Hsing,Spain,M,40,117507.11,0
15641416,Shaffer,Germany,F,61,157527.6,0
15775234,Laurie,France,M,24,92612.88,1
15659475,Chung,France,F,33,74850.84,1
15642202,Whitfield,Germany,F,37,127413.0,0
15771417,Thomas,France,M,43,69584.3,1
15585100,Rioux,Germany,F,40,198814.24,0
15700487,Osonduagwuike,France,M,46,162643.15,1
15726589,Matveyev,Germany,M,39,114092.52,0
15747503,Hayward,Spain,M,44,68860.3,0
15595883,Nkemdirim,Germany,M,39,16150.34,0
15663826,Brim,Spain,F,66,115227.02,0
15742820,Trevisano,France,F,45,170621.55,1
15624793,Soubeiran,Germany,M,23,103099.22,0
15597930,Wilson,France,M,52,172495.81,1
15665110,Helena,France,F,25,38772.82,1
15770719,Duncan,France,F,39,44946.29,1
15731327,Hale,Germany,M,27,146007.7,0
15576044,Macdonald,Germany,M,28,145558.42,0
15775662,McKay,France,M,43,193312.33,1
15646817,Chiekwugo,France,M,51,40257.79,1
15596060,Skinner,Spain,M,29,46677.9,0
15723299,Sorokina,France,M,53,153887.93,1
15636982,Weller,Germany,F,43,103108.33,0
15751175,Bess,France,F,44,58652.23,1
15618936,MacDonald,France,F,51,91624.11,1
15787529,Gray,Spain,M,38,65986.48,0
15780128,Ogbonnaya,France,M,33,113845.19,1
15615991,Udegbulam,France,M,42,67607.9,1
15757001,Mai,France,F,32,145471.94,1
15595388,Yeh,France,F,30,124071.71,1
15699550,Babbage,Spain,F,34,67502.12,0
15581620,Franklin,France,M,28,78707.97,1
15600934,Randell,France,F,52,171189.83,1
15738672,Paterson,Germany,F,40,149381.32,0
15721307,Pickering,Germany,M,37,100335.55,0
15619280,Uspensky,France,M,25,152698.24,1
15768244,Macleod,Spain,F,30,41192.95,0
15806837,Nnaife,France,M,37,132540.33,1
15643496,Randolph,France,F,34,96875.52,1
15813916,Kudryashova,France,F,31,152305.47,1
15626385,George,Spain,F,33,49672.01,0
15603582,Robertson,Spain,F,34,133997.53,0
15764351,Yuryeva,Germany,F,59,50454.8,0
15667938,Hurst,France,M,32,16402.11,1
15576360,Ch'iu,France,M,40,67803.83,1
15628813,King,France,F,43,9241.78,1
15584190,Esposito,France,M,36,100601.73,1
15716449,Fraser,Spain,M,33,98734.15,0
15759913,Trentini,Germany,M,43,160574.09,0
15701555,Nicholls,Spain,M,53,26015.8,0
15758482,Montalvo,France,F,32,187172.54,1
15758171,Tien,France,M,20,55763.66,1
15680346,Chuang,Spain,M,40,75848.22,0
15649124,Fang,France,M,30,40313.47,1
15812917,Kosisochukwu,Spain,M,35,23864.21,0
15768455,Young,France,M,60,51380.9,1
15703059,Scott,Germany,F,49,93551.36,0
15646196,Yeh,Spain,F,36,169415.54,0
15585451,Vigano,Germany,F,32,6935.31,0
15714057,Windradyne,Spain,M,40,25399.7,0
15748473,Curnow,France,M,38,66256.27,1
15785782,Ugonna,Spain,M,48,114709.13,0
15693233,De Neeve,Germany,M,38,158357.97,0
15757521,Ricci,France,M,35,164815.59,1
15812513,Nnaife,Germany,M,45,132127.69,0
15674950,Ebelechukwu,Germany,M,39,146637.45,0
15678572,Keating,Spain,M,38,90256.06,0
15713608,Tuan,France,F,41,34827.43,1
15579262,Shearston,France,M,41,22074.48,1
15610426,Tien,France,F,39,109805.17,1
15776454,Hamilton,France,F,48,100478.6,1
15771483,Arnold,France,M,40,97416.34,1
15648489,Ting,France,M,53,24207.86,1
15646609,Chao,France,M,33,69132.66,1
15693203,Powell,Spain,F,75,9376.89,0
15813067,Williams,Germany,F,45,43046.7,0
15769829,Cheng,Spain,M,51,20856.31,0
15662434,Zhdanova,France,M,25,187048.72,1
15773503,Tsai,Spain,M,32,53420.53,0
15705890,Nebechukwu,France,M,45,37013.29,1
15711398,Fetherstonhaugh,France,F,25,89566.64,1
15752375,Ojiofor,Germany,M,33,149913.84,0
15659175,Severson,France,F,43,18066.69,1
15597033,Speight,Germany,M,37,26912.34,0
15590228,Greenwalt,France,M,21,173511.72,1
15631848,Grover,France,F,26,146785.44,1
15654211,Milani,Spain,F,27,1050.33,0
15707968,Akobundu,Spain,M,36,89587.34,0
15594084,Anderson,France,M,22,74405.34,1
15651093,Chien,France,F,55,54409.48,1
15798824,Kennedy,Spain,M,38,3647.57,0
15671591,Castiglione,Spain,M,52,198874.52,0
15707189,Marshall,Germany,F,36,53412.54,0
15733581,Duncan,Germany,M,32,194867.78,0
15641640,Uspenskaya,Spain,F,33,150452.88,0
15585284,Thomson,Spain,F,35,57807.05,0
15617866,Calabrese,Spain,M,67,107534.32,0
15667751,Herrera,Spain,F,36,194073.33,0
15669411,Muse,Germany,F,52,126233.18,0
15789425,Marsden,Germany,F,37,182354.46,0
15570943,Artemyeva,Germany,F,35,120586.32,0
15685829,McKay,France,M,37,50578.4,1
15721917,Chuang,France,F,38,86575.46,1
15776047,Nicholls,France,F,29,153392.28,1
15716024,Dennis,Spain,M,42,115509.59,0
15675328,Knight,France,F,37,82176.48,1
15604314,Webb,Germany,F,26,63717.49,0
15658339,Pugliesi,Germany,M,37,198745.94,0
15630402,Nebechukwu,France,F,31,5719.11,1
15689616,Ward,Spain,M,34,20058.61,0
15774224,Nixon,Germany,F,30,170638.98,0
15701291,Chidubem,France,M,44,30607.11,1
15719606,Rivers,France,M,50,37171.46,1
15644119,Sochima,France,M,31,42589.33,1
15646859,Heydon,Germany,M,47,66799.28,0
15606836,Lombardo,France,F,33,101866.39,1
15664150,Holland,Germany,F,29,49284.0,0
15624510,Tien,France,M,52,27445.4,1
15810944,Bryant,France,F,35,70760.69,1
15668575,Hao,Spain,F,26,104502.02,0
15603246,Genovesi,France,M,73,165407.96,1
15804002,Kovalev,France,F,33,113580.79,1
15728773,Hsieh,France,F,47,45978.39,1
15598044,Debellis,France,F,35,152012.36,1
15694829,Chibueze,Germany,M,32,77349.92,0
15600575,Padovano,Spain,M,41,47322.05,0
15727311,Yen,France,F,22,38772.65,1
15570769,Kibble,France,M,69,24489.44,1
15606274,Lori,Germany,M,38,14466.08,0
15746139,Enemuo,France,M,33,63142.12,1
15704987,Lu,France,F,52,41858.43,1
15628972,Nebeolisa,Germany,M,32,127443.82,0
15697686,Stewart,France,F,40,84151.98,1
15733883,Ward,France,M,28,58595.64,1
15617482,Milanesi,Germany,F,52,37240.11,0
15704583,Chikwado,France,M,56,114522.68,1
15621083,Douglas,France,M,57,72549.27,1
15649487,Sal,Germany,F,38,176712.59,0
15736760,Douglas,Spain,F,42,152855.96,0
15714658,Yates,France,F,33,73371.65,1
15599081,Watt,Germany,F,46,70323.68,0
15705113,P'an,Spain,M,34,9663.28,0
15631159,H?,Germany,M,41,142514.66,0
15792818,Perry,Germany,F,29,118623.94,0
15633531,Lavrov,France,F,76,68400.14,1
15744529,Chiekwugo,France,M,63,115291.86,1
15669656,Macdonald,France,M,32,170382.99,1
15581198,Jenkins,Germany,F,39,112946.67,0
15729054,Korovina,Germany,M,32,79812.77,0
15573452,Manning,Germany,M,42,19862.78,0
15776733,Wilson,Germany,F,37,158610.89,0
15724858,Begum,France,F,54,191212.63,1
15713144,Ingrassia,Spain,M,46,61931.21,0
15690188,Maclean,France,M,33,58043.02,1
15689425,Olejuru,Spain,M,35,22247.27,0
15671766,Enyinnaya,France,M,44,31448.52,1
15782806,Watson,Spain,M,28,146875.86,0
15764419,Langdon,France,M,27,116081.93,1
15591915,Frolov,France,F,39,73669.94,1
15772798,Chikezie,Spain,F,28,93959.96,0
15792008,Zetticci,Spain,F,26,158918.03,0
15715541,Yang,France,F,42,198193.75,1
15639277,Lin,France,F,41,13160.03,1
15798850,Goddard,France,M,32,4660.91,1
15776348,Rogers,Germany,M,20,180197.74,0
15727696,Zubareva,France,M,42,63023.02,1
15793813,Onochie,France,M,36,118971.74,1
15694395,Ts'ui,France,F,29,154700.61,1
15764195,Newsom,Spain,M,39,97577.17,0
15744919,Genovese,Spain,F,37,48990.5,0
15671655,Thorpe,Germany,M,31,140262.96,0
15654901,Horton,France,M,51,130189.53,1
